"gene_symbol","logFC","logCPM","F","PValue","BH_FDR_full_transcriptome_within_cell_type_supplementary","predicted_for_any_chemical_form","predicted_for_all_chemical_forms","predicted_for_any_sulfate_or_glucuronide","predicted_for_all_sulfate_and_glucuronide_forms","cell_type","minimum_nuclei","n_donors","n_et_donors","n_control_donors","nominal_p_lt_0_05","BH_FDR_all_target_gene_cell_type_tests_within_threshold_supplementary"
"BACE1",0.0770498452942904,5.35510609222475,0.886659039438208,0.348425075306334,0.619442961751234,TRUE,FALSE,TRUE,FALSE,"Bergmann",20,108,16,92,FALSE,0.797797877957569
"SGMS2",0.155648810291071,4.02201367303991,0.882923401976782,0.349127131174693,0.824592374929541,TRUE,FALSE,FALSE,FALSE,"Microglia",20,107,16,91,FALSE,0.797797877957569
"SIRT1",-0.127870097213949,5.57977197554851,0.882230630948955,0.349594432025862,0.847551655584839,TRUE,FALSE,FALSE,FALSE,"Endocytes",20,103,16,87,FALSE,0.797797877957569
"KDM6B",0.212274201368882,5.421853257717,0.879906286083618,0.350206485424885,0.887463645771271,TRUE,FALSE,TRUE,FALSE,"MLI_2",20,104,16,88,FALSE,0.797797877957569
"PTPN2",0.0841515026762068,6.67935146913673,0.875613978768089,0.351312257287587,0.824986052969092,TRUE,FALSE,TRUE,FALSE,"Microglia",20,107,16,91,FALSE,0.797797877957569
"GSK3B",-0.0458139874062773,8.20326068975273,0.874584494844174,0.351631715782498,0.86933403666749,TRUE,FALSE,TRUE,FALSE,"MLI_1",20,108,16,92,FALSE,0.797797877957569
"MCL1",-0.133024528957183,4.51178538732435,0.872024307217582,0.352263175564632,0.75557148159901,TRUE,TRUE,TRUE,TRUE,"OPC",20,107,16,91,FALSE,0.797797877957569
"ESR2",-0.199193567470216,5.23048993821255,0.870680660054969,0.352451802248378,0.821682972493443,TRUE,TRUE,TRUE,TRUE,"UBC",20,103,16,87,FALSE,0.797797877957569
"PRKCB",0.125219600332052,7.98770663293384,0.868020656970792,0.353671554287437,0.821682972493443,TRUE,FALSE,TRUE,TRUE,"UBC",20,103,16,87,FALSE,0.798808857960756
"PRKCB",-0.149250126163082,7.52231639905979,0.865924658819967,0.354266257212048,0.735356263981821,TRUE,FALSE,TRUE,TRUE,"Oligodendrocytes",20,107,16,91,FALSE,0.798808857960756
"PTPN2",-0.101294230187886,6.5869497523165,0.85195810074239,0.357989801844604,0.851132920245376,TRUE,FALSE,TRUE,FALSE,"Endocytes",20,103,16,87,FALSE,0.80091747491371
"POLA1",-0.109553969267252,6.97435812646407,0.846451982997746,0.35939034232654,0.871202517097599,TRUE,FALSE,TRUE,FALSE,"Purkinje",20,108,16,92,FALSE,0.80091747491371
"ENPP1",0.168778219952956,2.95572701608983,0.845070027396344,0.359505200355362,0.761586611221341,TRUE,FALSE,TRUE,FALSE,"OPC",20,107,16,91,FALSE,0.80091747491371
"KDM6B",0.200577396007275,5.49694489654813,0.845279605356794,0.359620653728685,0.82312987030251,TRUE,FALSE,TRUE,FALSE,"UBC",20,103,16,87,FALSE,0.80091747491371
"CA2",0.191530701533052,4.15899788332493,0.844934976532038,0.359833009790196,0.738526686252314,TRUE,TRUE,TRUE,TRUE,"Oligodendrocytes",20,107,16,91,FALSE,0.80091747491371
"PRKCB",-0.142903350512983,7.52314716911874,0.844776047558874,0.360126243317686,0.712951146441706,TRUE,FALSE,TRUE,TRUE,"Granule",20,109,16,93,FALSE,0.80091747491371
"TET2",0.124498835675162,5.5278149521251,0.843389862711169,0.360242898278467,0.871202517097599,TRUE,FALSE,TRUE,TRUE,"Purkinje",20,108,16,92,FALSE,0.80091747491371
"MGLL",0.11816178110982,7.86777714665255,0.838438047015959,0.36129346805181,0.78897548439167,TRUE,FALSE,TRUE,FALSE,"Pericytes",20,101,16,85,FALSE,0.80091747491371
"FDFT1",-0.148690584402231,5.02194616463017,0.835798651251679,0.362387163161318,0.871365569973127,TRUE,FALSE,TRUE,FALSE,"Purkinje",20,108,16,92,FALSE,0.80091747491371
"PDE4D",-0.0764715001826196,8.24461858255042,0.83526723828379,0.362649346094393,0.869719535241114,TRUE,FALSE,TRUE,FALSE,"MLI_1",20,108,16,92,FALSE,0.80091747491371
"SOAT1",-0.119997138106933,3.78866418579139,0.834600121110575,0.362744301566227,0.869719535241114,TRUE,FALSE,TRUE,FALSE,"MLI_1",20,108,16,92,FALSE,0.80091747491371
"CD22",0.169660898314541,4.80029376533056,0.820116768243832,0.367121895132258,0.744337177344713,TRUE,FALSE,TRUE,FALSE,"Oligodendrocytes",20,107,16,91,FALSE,0.802908833471802
"STS",-0.0981331385728202,4.94388085855889,0.819170634605198,0.367260004753632,0.767025266254853,TRUE,FALSE,TRUE,FALSE,"OPC",20,107,16,91,FALSE,0.802908833471802
"LYPLA1",-0.082470761568322,5.08046017609842,0.817616308865632,0.367740038301739,0.744433170412447,TRUE,FALSE,FALSE,FALSE,"Oligodendrocytes",20,107,16,91,FALSE,0.802908833471802
"SRD5A1",0.163050408357575,5.19553018156602,0.817515235432392,0.367789806434628,0.852025483249086,TRUE,FALSE,TRUE,FALSE,"Endocytes",20,103,16,87,FALSE,0.802908833471802
"MGLL",-0.0925129421234714,7.38651398968883,0.816168802162042,0.368083229918112,0.894089649965815,TRUE,FALSE,TRUE,FALSE,"MLI_2",20,104,16,88,FALSE,0.802908833471802
"HSP90AB1",-0.152320106407725,7.41105693229514,0.816791786572333,0.368293930909586,0.876266872410581,TRUE,FALSE,TRUE,FALSE,"PLI",20,105,16,89,FALSE,0.802908833471802
"HTR2B",-0.154078778643552,-0.312991645447164,0.810723969623543,0.369466125098382,0.72153600934538,TRUE,FALSE,TRUE,FALSE,"Granule",20,109,16,93,FALSE,0.802908833471802
"HIF1A",-0.0928354337544828,6.66297796671568,0.808784282678789,0.370309966702639,0.836526701480554,TRUE,FALSE,TRUE,FALSE,"Microglia",20,107,16,91,FALSE,0.802908833471802
"TRPM8",-0.191429289076022,-0.910875815176273,0.802412331449021,0.371751651967305,0.723714191164417,TRUE,FALSE,TRUE,FALSE,"Granule",20,109,16,93,FALSE,0.802908833471802
"PTPN2",0.146781813535204,7.17782243296796,0.804489594372459,0.371801310941897,0.875683587762814,TRUE,FALSE,TRUE,FALSE,"Purkinje",20,108,16,92,FALSE,0.802908833471802
"BRAF",-0.0571193953706573,8.49544573270054,0.802588038628981,0.372056639171997,0.83602727650472,TRUE,FALSE,TRUE,FALSE,"Golgi",20,106,16,90,FALSE,0.802908833471802
"DAB2IP",-0.0954120553686526,8.60035414721686,0.801614818097148,0.372548435173645,0.837101492036586,TRUE,FALSE,FALSE,FALSE,"Microglia",20,107,16,91,FALSE,0.802908833471802
"KDM6B",0.143223097401171,5.35561269413,0.801575684588909,0.372582694984346,0.74760746334562,TRUE,FALSE,TRUE,FALSE,"Oligodendrocytes",20,107,16,91,FALSE,0.802908833471802
"BACE1",-0.126052082158881,5.58689684859266,0.798189497228933,0.373534097712079,0.85523649507288,TRUE,FALSE,TRUE,FALSE,"Endocytes",20,103,16,87,FALSE,0.803476659535373
"TDP1",-0.104876906292066,5.25912286693053,0.788067533120345,0.376460073215553,0.838247224931152,TRUE,FALSE,TRUE,FALSE,"Microglia",20,107,16,91,FALSE,0.806198893168719
"CTNNB1",0.0746366440880415,7.5768862466182,0.784791380612354,0.377526895350872,0.751009504477459,TRUE,FALSE,TRUE,FALSE,"Oligodendrocytes",20,107,16,91,FALSE,0.806198893168719
"CA4",0.19008721678202,6.07506326870774,0.780336771165525,0.379085020299415,0.837772217112871,TRUE,FALSE,TRUE,FALSE,"Golgi",20,106,16,90,FALSE,0.806198893168719
"POLA1",-0.0718048757915726,6.8881162682871,0.77781658627968,0.379618702887143,0.774828546119218,TRUE,FALSE,TRUE,FALSE,"OPC",20,107,16,91,FALSE,0.806198893168719
"SYNJ2",0.230098131376612,4.38021494421998,0.776622220841389,0.37981820730093,0.858955988583753,TRUE,FALSE,TRUE,FALSE,"Endocytes",20,103,16,87,FALSE,0.806198893168719
"ESRRA",-0.143958741216287,3.41590597341315,0.772929250850251,0.380885372971192,0.757326561639843,TRUE,FALSE,TRUE,FALSE,"Astrocytes",20,108,16,92,FALSE,0.806198893168719
"SIGMAR1",0.204955159081823,2.18593897229655,0.772809376095881,0.381099213190935,0.645786400680727,TRUE,FALSE,TRUE,FALSE,"Bergmann",20,108,16,92,FALSE,0.806198893168719
"CA13",-0.213973474312901,4.19915272667269,0.77016644503306,0.381700950070588,0.902012151691827,TRUE,FALSE,TRUE,FALSE,"MLI_2",20,104,16,88,FALSE,0.806198893168719
"DYRK1A",-0.047345583942716,8.07999104728638,0.770514592430697,0.381945758196448,0.730310529090703,TRUE,FALSE,TRUE,TRUE,"Granule",20,109,16,93,FALSE,0.806198893168719
"ESR2",0.0567720853497689,4.78999670014689,0.768538275875532,0.38253648605933,0.73051433299327,TRUE,TRUE,TRUE,TRUE,"Granule",20,109,16,93,FALSE,0.806198893168719
"SOAT1",-0.117095283889969,3.74725333936911,0.767723476861699,0.382593978179065,0.753532626179461,TRUE,FALSE,TRUE,FALSE,"Oligodendrocytes",20,107,16,91,FALSE,0.806198893168719
"DOT1L",0.181206442664566,5.54787473816045,0.766671483780987,0.383082522010821,0.902012151691827,TRUE,FALSE,TRUE,FALSE,"MLI_2",20,104,16,88,FALSE,0.806198893168719
"DOT1L",0.126955790014991,5.40476542490285,0.761703680095021,0.384654117297626,0.873561989253727,TRUE,FALSE,TRUE,FALSE,"MLI_1",20,108,16,92,FALSE,0.808050375905805
"TOP2B",-0.100157373414698,7.392406613189,0.754119665741864,0.38703677188675,0.863169928174275,TRUE,FALSE,TRUE,FALSE,"Endocytes",20,103,16,87,FALSE,0.809401925464097
"ENPP1",0.114003407254807,2.39054470019727,0.753792807906041,0.387114672406446,0.734058998072323,TRUE,FALSE,TRUE,FALSE,"Granule",20,109,16,93,FALSE,0.809401925464097
"DAB2IP",-0.0857474910504265,8.53538914714982,0.751679081995486,0.387783908002055,0.755956065472686,TRUE,FALSE,FALSE,FALSE,"Oligodendrocytes",20,107,16,91,FALSE,0.809401925464097
"SGMS2",-0.164735483125131,4.29295238610457,0.750061611464792,0.388069416318402,0.879603965859714,TRUE,FALSE,FALSE,FALSE,"Purkinje",20,108,16,92,FALSE,0.809401925464097
"ADCY10",0.174030885711652,4.11668786028062,0.742674592706214,0.390699361932803,0.737296333378479,TRUE,FALSE,FALSE,FALSE,"Granule",20,109,16,93,FALSE,0.811408613433822
"SYNJ2",-0.14624275517299,6.45440737817784,0.742266175432834,0.390936902066803,0.757904443126056,TRUE,FALSE,TRUE,FALSE,"Oligodendrocytes",20,107,16,91,FALSE,0.811408613433822
"SIRT1",-0.06574033925598,5.35064425876849,0.737393794206766,0.392344508486177,0.655189044718292,TRUE,FALSE,FALSE,FALSE,"Bergmann",20,108,16,92,FALSE,0.811408613433822
"PRKCA",0.103090912738885,6.1845348437919,0.736283956493521,0.392647999403303,0.874946446387363,TRUE,FALSE,TRUE,TRUE,"MLI_1",20,108,16,92,FALSE,0.811408613433822
"KYNU",0.190534056316124,3.51430544848229,0.733692243314703,0.393037530495779,0.848086454036539,TRUE,FALSE,FALSE,FALSE,"Microglia",20,107,16,91,FALSE,0.811408613433822
"PTK2",-0.0733999252263419,9.14841773399215,0.731428256496825,0.393761225244961,0.810248645142579,TRUE,FALSE,FALSE,FALSE,"Pericytes",20,101,16,85,FALSE,0.811408613433822
"HTR2C",0.158199837289608,3.35049392028483,0.731401475410446,0.393894421076179,0.783422783509104,TRUE,FALSE,FALSE,FALSE,"OPC",20,107,16,91,FALSE,0.811408613433822
"MAPK10",-0.0710650599099429,8.80848202966917,0.727943519546553,0.395274575068733,0.848549318938324,TRUE,FALSE,TRUE,FALSE,"Microglia",20,107,16,91,FALSE,0.812818140282182
"PRKCD",-0.162130396751774,3.39851575500924,0.72435505320856,0.396035442583653,0.848676867072085,TRUE,FALSE,TRUE,TRUE,"Microglia",20,107,16,91,FALSE,0.812893753126185
"IGF1R",0.085878677040791,9.04914265705777,0.72094994338565,0.39716263739794,0.8113328425011,TRUE,FALSE,TRUE,FALSE,"Pericytes",20,101,16,85,FALSE,0.812893753126185
"POLA1",-0.0461909224510734,6.76746614971837,0.721726947005228,0.397399257735489,0.74289854376006,TRUE,FALSE,TRUE,FALSE,"Granule",20,109,16,93,FALSE,0.812893753126185
"HSP90AB1",-0.169696385676996,7.20018876144752,0.712509664204618,0.400549911503957,0.661745382533148,TRUE,FALSE,TRUE,FALSE,"Bergmann",20,108,16,92,FALSE,0.813435343484118
"KDM1A",-0.0825805644200979,6.22060435971215,0.711118826269862,0.40077301095983,0.849654704696251,TRUE,FALSE,TRUE,FALSE,"Microglia",20,107,16,91,FALSE,0.813435343484118
"NR3C1",-0.0685464109220735,8.25074818329654,0.708713865132297,0.401587080618452,0.786996824847651,TRUE,FALSE,FALSE,FALSE,"OPC",20,107,16,91,FALSE,0.813435343484118
"DAB2IP",-0.0772448723654797,8.51226357773306,0.707825625429711,0.401907526283975,0.787094827471382,TRUE,FALSE,FALSE,FALSE,"OPC",20,107,16,91,FALSE,0.813435343484118
"MAP2K1",0.0570836160778147,5.61093944612718,0.707067672582515,0.402215045507985,0.745813595560923,TRUE,TRUE,TRUE,TRUE,"Granule",20,109,16,93,FALSE,0.813435343484118
"PRKCG",-0.141700464738199,1.53053747971509,0.706524973337652,0.402326722506609,0.745866135782386,TRUE,FALSE,TRUE,TRUE,"Granule",20,109,16,93,FALSE,0.813435343484118
"KDM1A",0.110988875097987,6.38376728182545,0.703977516555326,0.403026255632209,0.843988078053864,TRUE,FALSE,TRUE,FALSE,"UBC",20,103,16,87,FALSE,0.813435343484118
"PKM",0.101480783141929,6.28688179128763,0.703463160824433,0.403235499894952,0.850354318094854,TRUE,FALSE,TRUE,FALSE,"Golgi",20,106,16,90,FALSE,0.813435343484118
"GSK3B",-0.0675744186659975,8.1748579889714,0.699841807221787,0.404620718597504,0.869886552447383,TRUE,FALSE,TRUE,FALSE,"Endocytes",20,103,16,87,FALSE,0.814822412623939
"APP",-0.0776570254429078,8.67455905721087,0.692019338115608,0.407214258193277,0.877527067662156,TRUE,TRUE,TRUE,TRUE,"MLI_1",20,108,16,92,FALSE,0.816907568505572
"PRKCB",-0.0888457825653671,7.96227244944371,0.690940861003011,0.407614285200055,0.853888660385882,TRUE,FALSE,TRUE,TRUE,"Golgi",20,106,16,90,FALSE,0.816907568505572
"NR1H2",-0.143285187807035,4.48169678034002,0.688266344424501,0.408340996271118,0.853378175324261,TRUE,FALSE,TRUE,FALSE,"Microglia",20,107,16,91,FALSE,0.816907568505572
"ESR2",-0.147343999115253,5.06907076774853,0.688286825356219,0.408453784252786,0.872117266613619,TRUE,TRUE,TRUE,TRUE,"Endocytes",20,103,16,87,FALSE,0.816907568505572
"SLC16A1",0.133483014771787,3.84817029248374,0.682511124408846,0.41028306009298,0.792070599871286,TRUE,FALSE,FALSE,FALSE,"OPC",20,107,16,91,FALSE,0.819163443057437
"CA13",0.197503236188331,4.23779868546846,0.680278018639768,0.411000288416794,0.873732063728762,TRUE,FALSE,TRUE,FALSE,"Endocytes",20,103,16,87,FALSE,0.819195114114019
"PKM",-0.114916864937101,6.31274104125656,0.676044403008468,0.412768483340532,0.878140475115282,TRUE,FALSE,TRUE,FALSE,"MLI_1",20,108,16,92,FALSE,0.819240702954447
"OPRM1",-0.129657098036755,7.14974580430283,0.674095676105505,0.4134498631846,0.889473636098502,TRUE,FALSE,TRUE,TRUE,"Purkinje",20,108,16,92,FALSE,0.819240702954447
"MAP2K1",0.0809412558781963,5.64109568804132,0.673471227237696,0.4135105459814,0.794277448180939,TRUE,TRUE,TRUE,TRUE,"OPC",20,107,16,91,FALSE,0.819240702954447
"ALK",0.17270858539667,4.32706872191187,0.672614449437648,0.413828779745825,0.778680311997626,TRUE,FALSE,FALSE,FALSE,"Astrocytes",20,108,16,92,FALSE,0.819240702954447
"IGF1R",0.0536447651247284,8.7697621600681,0.665506617976538,0.416363932599476,0.674468412848013,TRUE,FALSE,TRUE,FALSE,"Bergmann",20,108,16,92,FALSE,0.821668228544538
"CD22",-0.158062888610055,0.65070235514401,0.664763092722857,0.416461978851341,0.755471018776344,TRUE,FALSE,TRUE,FALSE,"Granule",20,109,16,93,FALSE,0.821668228544538
"PPARD",-0.115043128059601,5.96691553787422,0.658813382983138,0.418660591163648,0.858523298906783,TRUE,FALSE,TRUE,FALSE,"Microglia",20,107,16,91,FALSE,0.822408824311808
"SLCO2B1",-0.140029150950553,5.912726837277,0.655543961023836,0.419956397120993,0.858523298906783,TRUE,FALSE,TRUE,FALSE,"Microglia",20,107,16,91,FALSE,0.822408824311808
"SRD5A1",0.100510067262558,5.25299744128176,0.653369530360921,0.420504829053301,0.858523298906783,TRUE,FALSE,TRUE,FALSE,"Microglia",20,107,16,91,FALSE,0.822408824311808
"ACHE",-0.250122909876813,3.99793879273635,0.651265289529329,0.421004378728045,0.913458288972677,TRUE,TRUE,TRUE,TRUE,"MLI_2",20,104,16,88,FALSE,0.822408824311808
"DUSP3",0.182986554391079,4.3940900216351,0.650895459508007,0.421295403090254,0.889619330878127,TRUE,FALSE,FALSE,FALSE,"Purkinje",20,108,16,92,FALSE,0.822408824311808
"TRPV1",0.126917046122934,5.19023841037809,0.649982447419103,0.421604089060058,0.857027793153248,TRUE,FALSE,TRUE,FALSE,"Golgi",20,106,16,90,FALSE,0.822408824311808
"NR3C1",0.0562447556877197,8.32703693795562,0.649900200536513,0.421766169317442,0.860090394080479,TRUE,FALSE,FALSE,FALSE,"Microglia",20,107,16,91,FALSE,0.822408824311808
"MMP2",0.199714002990038,-0.86111194479058,0.644663164905836,0.423289227377377,0.760916955498562,TRUE,FALSE,TRUE,FALSE,"Granule",20,109,16,93,FALSE,0.823601175226533
"DOT1L",0.14485443807723,5.57603239835631,0.640791496243901,0.42514601943361,0.861252998966378,TRUE,FALSE,TRUE,FALSE,"Microglia",20,107,16,91,FALSE,0.823601175226533
"PRKCB",-0.102550161521239,7.58267525072838,0.640167803564354,0.42543017961332,0.881571923863415,TRUE,FALSE,TRUE,TRUE,"MLI_1",20,108,16,92,FALSE,0.823601175226533
"ADORA1",0.123098412069902,5.44956390531358,0.638265079740174,0.425652789665584,0.899563678633846,TRUE,FALSE,TRUE,FALSE,"PLI",20,105,16,89,FALSE,0.823601175226533
"TET3",-0.0910630517182962,6.84829697265741,0.632307201488146,0.428055922724352,0.915012493156315,TRUE,FALSE,TRUE,FALSE,"MLI_2",20,104,16,88,FALSE,0.823601175226533
"PKM",-0.0940699002928892,6.15827302541822,0.630570684105384,0.428862467123329,0.764475765384053,TRUE,FALSE,TRUE,FALSE,"Granule",20,109,16,93,FALSE,0.823601175226533
"SGMS2",-0.115111772741729,3.89607890394131,0.628512755633772,0.429414917862031,0.788749216822941,TRUE,FALSE,FALSE,FALSE,"Astrocytes",20,108,16,92,FALSE,0.823601175226533
"BACE1",0.106370486385558,5.54414763637004,0.627291788248218,0.429888722757456,0.891848511496319,TRUE,FALSE,TRUE,FALSE,"Purkinje",20,108,16,92,FALSE,0.823601175226533
"SNCA",0.0798735169091363,7.93369786623585,0.627058106552803,0.430045999895279,0.864134369999263,TRUE,TRUE,TRUE,TRUE,"Microglia",20,107,16,91,FALSE,0.823601175226533
"JUN",0.223343969728792,4.72258536778192,0.622620463453417,0.431803626500875,0.864196567881704,TRUE,FALSE,TRUE,TRUE,"Microglia",20,107,16,91,FALSE,0.823601175226533
"PPARG",0.135269257615269,5.05971760035148,0.622356363164648,0.431856085072237,0.782078712815681,TRUE,TRUE,TRUE,TRUE,"Oligodendrocytes",20,107,16,91,FALSE,0.823601175226533
"SIRT1",-0.111409531212772,5.51628061006549,0.62032116898507,0.432411726631255,0.861787954275741,TRUE,FALSE,FALSE,FALSE,"Golgi",20,106,16,90,FALSE,0.823601175226533
"KDM6B",-0.116220769712713,5.57857980653544,0.619672789594724,0.432482597909659,0.900878203964365,TRUE,FALSE,TRUE,FALSE,"PLI",20,105,16,89,FALSE,0.823601175226533
"EIF4A1",0.124866728566122,4.33557049722723,0.617983766565379,0.433265173277555,0.864870130700607,TRUE,FALSE,TRUE,FALSE,"Microglia",20,107,16,91,FALSE,0.823601175226533
"ERCC5",0.0858280199301117,6.14137426894511,0.617542891125085,0.433527648342609,0.865032012022338,TRUE,FALSE,FALSE,FALSE,"Microglia",20,107,16,91,FALSE,0.823601175226533
"FDFT1",0.151343988961537,5.29457426881932,0.616698564666222,0.433659865380409,0.849314842772338,TRUE,FALSE,TRUE,FALSE,"UBC",20,103,16,87,FALSE,0.823601175226533
"KDM6B",0.133791285943402,5.37721497537702,0.613122730029174,0.435292105138336,0.790780657667978,TRUE,FALSE,TRUE,FALSE,"Astrocytes",20,108,16,92,FALSE,0.825359056496066
"PTPN2",-0.054802732309943,6.44854033156402,0.606192210097761,0.437876892096394,0.692779649005483,TRUE,FALSE,TRUE,FALSE,"Bergmann",20,108,16,92,FALSE,0.828002691549857
"FDFT1",0.106905987219061,5.06938366867803,0.60523233270959,0.438104163850866,0.867004786428027,TRUE,FALSE,TRUE,FALSE,"Microglia",20,107,16,91,FALSE,0.828002691549857
"TRPV1",0.148319678227026,5.26255580693427,0.600623792038352,0.439931869900964,0.887365885671873,TRUE,FALSE,TRUE,FALSE,"Endocytes",20,103,16,87,FALSE,0.829968369791861
"PTPN11",-0.0665329995440709,6.24572703730648,0.598924348969043,0.440565401773077,0.886919270358887,TRUE,FALSE,TRUE,TRUE,"MLI_1",20,108,16,92,FALSE,0.829968369791861
"APP",-0.0717250254206206,8.64919563865646,0.593592271610217,0.442521036608574,0.918227678956735,TRUE,TRUE,TRUE,TRUE,"MLI_2",20,104,16,88,FALSE,0.832310097840281
"HSP90AB1",-0.1368052767706,7.36806921703967,0.589517818776683,0.444360207432357,0.887599883567263,TRUE,FALSE,TRUE,FALSE,"MLI_1",20,108,16,92,FALSE,0.832707716574
"PDE4B",-0.13625926304115,8.14349240719673,0.589489305233915,0.444424201992831,0.891083038951435,TRUE,FALSE,TRUE,FALSE,"Endocytes",20,103,16,87,FALSE,0.832707716574
"LYPLA1",-0.0697764787371745,5.17259727205751,0.586919585730943,0.445164810724866,0.887639830894627,TRUE,FALSE,FALSE,FALSE,"MLI_1",20,108,16,92,FALSE,0.832707716574
"CA1",-0.184074440522603,1.01236327846714,0.585053437151895,0.445584180529751,0.697768532492019,TRUE,TRUE,TRUE,TRUE,"Bergmann",20,108,16,92,FALSE,0.832707716574
"KDM6B",0.170702515584276,5.70795173630382,0.578865760832148,0.448427885272572,0.892334008040662,TRUE,FALSE,TRUE,FALSE,"Endocytes",20,103,16,87,FALSE,0.836683338655533
"TOP2B",-0.0915865709159151,7.5146847422854,0.571392160603513,0.451110186625824,0.85506167423712,TRUE,FALSE,TRUE,FALSE,"UBC",20,103,16,87,FALSE,0.840345610811743
"ENPP1",0.202416476572804,3.80082262049713,0.565210250659751,0.453380490614491,0.921080994737632,TRUE,FALSE,TRUE,FALSE,"MLI_2",20,104,16,88,FALSE,0.841797847065092
"FDPS",0.123795644203089,4.38565477113909,0.55954764826581,0.455842018228951,0.872591678083868,TRUE,FALSE,TRUE,FALSE,"Microglia",20,107,16,91,FALSE,0.841797847065092
"PRKCE",-0.0569064055849909,9.21100506979059,0.558664733559719,0.456366400367454,0.894185888441362,TRUE,FALSE,TRUE,TRUE,"Endocytes",20,103,16,87,FALSE,0.841797847065092
"OPRM1",0.11492890645121,7.22761808231224,0.55793808441891,0.456800420857639,0.872351722100458,TRUE,FALSE,TRUE,TRUE,"Golgi",20,106,16,90,FALSE,0.841797847065092
"ENPP1",0.127423978399082,3.57243784026121,0.556263385757008,0.457146308966298,0.894470069348429,TRUE,FALSE,TRUE,FALSE,"MLI_1",20,108,16,92,FALSE,0.841797847065092
"CTNNB1",0.0580568778100816,7.49960227700968,0.555839350858696,0.457449700778344,0.894487148413512,TRUE,FALSE,TRUE,FALSE,"MLI_1",20,108,16,92,FALSE,0.841797847065092
"BRAF",-0.0550094374866104,8.44439316533668,0.554359410614488,0.458058636198759,0.802687322339365,TRUE,FALSE,TRUE,FALSE,"Astrocytes",20,108,16,92,FALSE,0.841797847065092
"PTPN1",-0.0866785577419475,5.85741731242914,0.552973143761398,0.458542746875018,0.899013399976734,TRUE,TRUE,TRUE,TRUE,"Purkinje",20,108,16,92,FALSE,0.841797847065092
"SOAT1",0.152381285425642,4.18762326334881,0.551408655152366,0.459088511853484,0.899313279521193,TRUE,FALSE,TRUE,FALSE,"Purkinje",20,108,16,92,FALSE,0.841797847065092
"MAOB",0.150114122648393,4.2691903547767,0.551466548193458,0.459096942277794,0.874979343160087,TRUE,TRUE,TRUE,TRUE,"Microglia",20,107,16,91,FALSE,0.841797847065092
"ESR2",-0.100968789677957,5.22828075519583,0.543796852648427,0.46200514345801,0.911684404146261,TRUE,TRUE,TRUE,TRUE,"PLI",20,105,16,89,FALSE,0.843686176102185
"ENPP1",-0.165610957523736,2.76989026401049,0.541374019854012,0.462998069491471,0.804160090526772,TRUE,FALSE,TRUE,FALSE,"Astrocytes",20,108,16,92,FALSE,0.843686176102185
"FDFT1",0.118504565281915,5.13608950946697,0.54086349396612,0.463416492861592,0.875717607105329,TRUE,FALSE,TRUE,FALSE,"Golgi",20,106,16,90,FALSE,0.843686176102185
"MCL1",-0.094064735842153,4.43034332306352,0.540489292853025,0.463687208852524,0.895598885822594,TRUE,TRUE,TRUE,TRUE,"MLI_1",20,108,16,92,FALSE,0.843686176102185
"FYN",0.0615829107943259,8.13878555494725,0.540249920224395,0.463738463234249,0.923499538299538,TRUE,FALSE,TRUE,FALSE,"MLI_2",20,104,16,88,FALSE,0.843686176102185
"SRD5A1",-0.0765896811909491,5.11410154001289,0.532399543149093,0.467073428803179,0.806611677860358,TRUE,FALSE,TRUE,FALSE,"Astrocytes",20,108,16,92,FALSE,0.848431982647144
"PDE4B",-0.0956038797798427,8.40582109248998,0.525795178330803,0.470044924810868,0.876871602020941,TRUE,FALSE,TRUE,FALSE,"Golgi",20,106,16,90,FALSE,0.852503838787412
"ESRRA",-0.119029922205576,3.14324039450314,0.522820259640822,0.47091893945772,0.807340984408233,TRUE,FALSE,TRUE,FALSE,"Oligodendrocytes",20,107,16,91,FALSE,0.852764839204057
"PRKCQ",0.129552322824302,0.877911514518906,0.520723736944096,0.47192136067509,0.79083938971466,TRUE,FALSE,TRUE,FALSE,"Granule",20,109,16,93,FALSE,0.853257197010071
"PDE4D",0.112183538494733,8.85672812668033,0.514753810093469,0.474804206734438,0.86539512572999,TRUE,FALSE,TRUE,FALSE,"UBC",20,103,16,87,FALSE,0.856354260317818
"NR3C1",-0.0766333346983935,8.69710065803648,0.51262431465911,0.475100651272214,0.843264657456378,TRUE,FALSE,FALSE,FALSE,"Pericytes",20,101,16,85,FALSE,0.856354260317818
"PTPN11",-0.0633434835421426,6.25283650729808,0.507830661353812,0.47748123198272,0.881448325417385,TRUE,FALSE,TRUE,TRUE,"Microglia",20,107,16,91,FALSE,0.857402644848621
"TDP1",-0.0797438996771932,5.15348409859727,0.506315026792952,0.478145639112461,0.830399937978873,TRUE,FALSE,TRUE,FALSE,"OPC",20,107,16,91,FALSE,0.857402644848621
"EIF4A1",0.109526193033575,4.0505398554504,0.50532692493598,0.478649514718854,0.721668940127715,TRUE,FALSE,TRUE,FALSE,"Bergmann",20,108,16,92,FALSE,0.857402644848621
"JUN",-0.190485388040516,4.68605141773939,0.504490581401631,0.479107878125757,0.81262911670241,TRUE,FALSE,TRUE,TRUE,"Oligodendrocytes",20,107,16,91,FALSE,0.857402644848621
