"cell_type","gene_symbol","gene_id","logFC","CI.L","CI.R","AveExpr","t","P.Value","nominal_p_lt_0_05","BH_FDR_full_transcriptome_within_cell_type_supplementary","BH_FDR_all_target_gene_cell_type_tests_supplementary","BH_FDR_prespecified_gene_cell_type_tests_supplementary","n_pseudobulk_samples","n_donors","n_et_donors","n_normal_donors","initial_consensus_correlation","final_consensus_correlation","all_form_union","all_form_core","circulating_conjugate_union","circulating_conjugate_core","prespecified_single_gene","B","analysis_type","omitted_et_donors","filter_pass_fraction","same_direction_fraction","nominal_p_lt_0_05_fraction","all_iterations_nominal_p_lt_0_05","maximum_nominal_p","minimum_logFC","maximum_logFC"
"Astrocytes","ADCY10","ENSG00000143199",-0.0396346410616187,-0.444151802543194,0.364882520419957,3.85531542794061,-0.193731967014242,0.846669886094413,FALSE,0.947436203424276,0.957945817960694,0.960978091463526,134,108,16,92,0.269165816412669,0.26902089105135,TRUE,FALSE,FALSE,FALSE,TRUE,-5.69970138372926,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
"OPC","IGF1R","ENSG00000140443",-0.0105547910149184,-0.126845272040476,0.105735690010639,8.73463327927396,-0.179483861780009,0.857824243781312,FALSE,0.960581682165339,0.962056100296187,0.960978091463526,130,108,16,92,0.174390558604175,0.174457377959855,TRUE,FALSE,TRUE,FALSE,TRUE,-6.51367419348422,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
"Bergmann","CA13","ENSG00000185015",-0.0191803802267938,-0.234588184672029,0.196227424218442,4.02621715459888,-0.176064152464676,0.860501768121324,FALSE,0.933081493958933,0.962056100296187,0.960978091463526,136,108,16,92,0.274401116930219,0.274690494831428,TRUE,FALSE,TRUE,FALSE,TRUE,-6.10123230509942,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
"Microglia","CA13","ENSG00000185015",0.0246801500008098,-0.29437511987206,0.34373541987368,4.00007488102073,0.153004571205317,0.878626835578204,FALSE,0.969073281410072,0.97312747175354,0.960978091463526,127,108,16,92,0.200947166454236,0.20114658349785,TRUE,FALSE,TRUE,FALSE,TRUE,-5.62507755907002,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
"MLI_2","TET3","ENSG00000187605",-0.0165340424019856,-0.254398382363536,0.221330297559565,6.72814181379721,-0.137632920896304,0.890762389855849,FALSE,0.979420493548036,0.975168052796745,0.960978091463526,111,106,16,90,0.147495448276248,0.147618093114082,TRUE,FALSE,TRUE,FALSE,TRUE,-6.14558426191151,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
"Astrocytes","TET3","ENSG00000187605",0.0090771760086976,-0.139233138032699,0.157387490050094,6.80497176059102,0.121015977101835,0.903853946819637,FALSE,0.968669853430567,0.976224634352442,0.960978091463526,134,108,16,92,0.269165816412669,0.26902089105135,TRUE,FALSE,TRUE,FALSE,TRUE,-6.23911893721389,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
"MLI_1","ADCY10","ENSG00000143199",0.0227662889309759,-0.359236517930386,0.404769095792337,3.98248173980206,0.11784527810236,0.906362189769035,FALSE,0.977537649078557,0.976224634352442,0.960978091463526,133,108,16,92,0.208796668844919,0.208893644765407,TRUE,FALSE,FALSE,FALSE,TRUE,-5.4991101546773,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
"Bergmann","CA3","ENSG00000164879",-0.0107298582740987,-0.191690573423473,0.170230856875276,4.71377298308174,-0.117242438884338,0.906838480676849,FALSE,0.955296921844198,0.976224634352442,0.960978091463526,136,108,16,92,0.274401116930219,0.274690494831428,TRUE,FALSE,TRUE,FALSE,TRUE,-6.2342140354277,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
"Bergmann","ADCY10","ENSG00000143199",0.0146037932320917,-0.363295356344705,0.392502942808888,3.68706152505773,0.0764125904991136,0.939201574906068,FALSE,0.969659188812688,0.989541210785002,0.980636938504866,136,108,16,92,0.274401116930219,0.274690494831428,TRUE,FALSE,FALSE,FALSE,TRUE,-6.00726318537861,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
"OPC","CA13","ENSG00000185015",-0.00752163348779074,-0.278838960291248,0.263795693315666,4.0610134285869,-0.0548219616465696,0.956360552664454,FALSE,0.988741125711892,0.989541210785002,0.984081148393858,130,108,16,92,0.174390558604175,0.174457377959855,TRUE,FALSE,TRUE,FALSE,TRUE,-5.74367757589429,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
"Microglia","SIRT1","ENSG00000096717",-0.000794639582450008,-0.209426658619027,0.207837379454127,5.51639521106528,-0.00753375975460356,0.994000288313722,FALSE,0.998805461152113,0.998011602307801,0.996354779655237,127,108,16,92,0.200947166454236,0.20114658349785,TRUE,FALSE,FALSE,FALSE,TRUE,-5.96789360940932,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
"Granule","SIRT1","ENSG00000096717",-0.000251099899307717,-0.108716290932522,0.108214091133907,5.38300368506187,-0.00457675012187374,0.996354779655237,FALSE,0.998899246842087,0.998011602307801,0.996354779655237,139,109,16,93,0.433480024109276,0.432979964817126,TRUE,FALSE,FALSE,FALSE,TRUE,-6.28413164739519,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
