"logFC","logCPM","F","PValue","BH_FDR_full_transcriptome_within_cell_type_supplementary","gene_symbol","cell_type","minimum_nuclei","n_donors","n_et_donors","n_control_donors","nominal_p_lt_0_05","BH_FDR_carbonic_anhydrase_tests_within_threshold_supplementary"
0.395426813751345,6.18175084727962,3.53913110585839,0.0627841190385071,0.402305388737373,"CA4","OPC",20,107,16,91,FALSE,0.815370199202216
0.357343705068344,6.19451883665456,3.24375944961429,0.0746311728255837,0.418258364589567,"CA4","Oligodendrocytes",20,107,16,91,FALSE,0.815370199202216
0.376206353781923,6.17930027546024,3.00135508150279,0.086168759042501,0.43457933124436,"CA4","Astrocytes",20,108,16,92,FALSE,0.815370199202216
0.484296290618827,6.22230103095656,2.56729986374886,0.112283022609471,0.713319094269877,"CA4","MLI_2",20,104,16,88,FALSE,0.815370199202216
0.255295921030632,5.00161947494829,2.53565597812544,0.113743188389494,0.644734425956646,"CA8","Golgi",20,106,16,90,FALSE,0.815370199202216
0.33459444179266,2.97868647626118,2.51637420413948,0.115101067459983,0.74170443929704,"CA9","MLI_1",20,108,16,92,FALSE,0.815370199202216
-0.223631472220293,4.60249387222604,2.47056902993172,0.118532925904101,0.645604283385411,"CA3","Microglia",20,107,16,91,FALSE,0.815370199202216
0.335413933501184,6.28374233093961,2.47540702482646,0.118664558564119,0.466909643378478,"CA4","Granule",20,109,16,93,FALSE,0.815370199202216
0.356956172364441,6.65844499344736,2.46061859801867,0.118734570195356,0.572596318078547,"CA4","Pericytes",20,101,16,85,FALSE,0.815370199202216
0.434275450586389,4.40002456446313,2.44065329795463,0.120704683815589,0.686237832329582,"CA8","Endocytes",20,103,16,87,FALSE,0.815370199202216
-0.267875324971061,4.66445962053065,2.44010188195815,0.120795585066995,0.747684714154476,"CA3","Purkinje",20,108,16,92,FALSE,0.815370199202216
0.214016902002317,0.599031632841073,2.13889505037077,0.146115784841986,0.506430396855624,"CA1","Granule",20,109,16,93,FALSE,0.883628597585938
0.333198141229955,6.33136085010034,2.0610669233481,0.154150383721058,0.68672131702093,"CA4","Microglia",20,107,16,91,FALSE,0.883628597585938
0.0879048382313851,11.260504177677,2.03798789025279,0.155453179204934,0.620164803259258,"CA10","Pericytes",20,101,16,85,FALSE,0.883628597585938
0.174880117734456,4.02200059380157,1.76324053516885,0.186676242279699,0.59081977995948,"CA13","Oligodendrocytes",20,107,16,91,FALSE,0.944426194659867
0.289179374710135,6.06891626210117,1.71960989440917,0.192658778917836,0.800536185386298,"CA4","MLI_1",20,108,16,92,FALSE,0.944426194659867
-0.130114408167622,10.7639607827354,1.69931138385889,0.195066270542979,0.461118440812214,"CA10","Bergmann",20,108,16,92,FALSE,0.944426194659867
0.197419437699572,5.48903360837825,1.60317565805721,0.20804131542454,0.781657482818554,"CA5B","Endocytes",20,103,16,87,FALSE,0.944426194659867
0.252016922842997,6.21292898498647,1.42608127131668,0.235122104918541,0.801518812880722,"CA4","PLI",20,105,16,89,FALSE,0.944426194659867
-0.174083595816448,4.94270110909141,1.35728850969039,0.246144477796241,0.762992762758043,"CA3","Golgi",20,106,16,90,FALSE,0.944426194659867
0.107443057516203,5.1417992500504,1.32014214835588,0.252919402014441,0.651404527220186,"CA5B","Oligodendrocytes",20,107,16,91,FALSE,0.944426194659867
0.262913599397797,6.099163846153,1.2231014989372,0.271314535554945,0.546853012105133,"CA4","Bergmann",20,108,16,92,FALSE,0.944426194659867
0.0835835067711072,5.13813135090871,1.12798760359301,0.290506523079341,0.566506894577635,"CA5B","Bergmann",20,108,16,92,FALSE,0.944426194659867
0.194662635494928,5.39987755481844,1.11397274553746,0.29315612779804,0.796242565808017,"CA5B","UBC",20,103,16,87,FALSE,0.944426194659867
